path,modality,vocal_channel,emotion_code,intensity,statement,repetition,actor,emotion
Audio_Speech_Actors_01-24/Actor_21/03-01-04-01-02-02-21.wav,3,1,4,1,2,2,21,sad
Audio_Speech_Actors_01-24/Actor_21/03-01-07-01-02-01-21.wav,3,1,7,1,2,1,21,disgust
Audio_Speech_Actors_01-24/Actor_21/03-01-07-02-01-01-21.wav,3,1,7,2,1,1,21,disgust
Audio_Speech_Actors_01-24/Actor_21/03-01-04-02-01-02-21.wav,3,1,4,2,1,2,21,sad
Audio_Speech_Actors_01-24/Actor_21/03-01-03-02-01-02-21.wav,3,1,3,2,1,2,21,happy
Audio_Speech_Actors_01-24/Actor_21/03-01-03-01-02-02-21.wav,3,1,3,1,2,2,21,happy
Audio_Speech_Actors_01-24/Actor_21/03-01-02-02-02-01-21.wav,3,1,2,2,2,1,21,calm
Audio_Speech_Actors_01-24/Actor_21/03-01-02-01-01-01-21.wav,3,1,2,1,1,1,21,calm
Audio_Speech_Actors_01-24/Actor_21/03-01-01-01-01-02-21.wav,3,1,1,1,1,2,21,neutral
Audio_Speech_Actors_01-24/Actor_21/03-01-03-02-02-01-21.wav,3,1,3,2,2,1,21,happy
Audio_Speech_Actors_01-24/Actor_21/03-01-03-01-01-01-21.wav,3,1,3,1,1,1,21,happy
Audio_Speech_Actors_01-24/Actor_21/03-01-02-02-01-02-21.wav,3,1,2,2,1,2,21,calm
Audio_Speech_Actors_01-24/Actor_21/03-01-01-01-02-01-21.wav,3,1,1,1,2,1,21,neutral
Audio_Speech_Actors_01-24/Actor_21/03-01-02-01-02-02-21.wav,3,1,2,1,2,2,21,calm
Audio_Speech_Actors_01-24/Actor_21/03-01-08-02-02-02-21.wav,3,1,8,2,2,2,21,surprised
Audio_Speech_Actors_01-24/Actor_21/03-01-08-01-01-02-21.wav,3,1,8,1,1,2,21,surprised
Audio_Speech_Actors_01-24/Actor_21/03-01-05-01-02-02-21.wav,3,1,5,1,2,2,21,angry
Audio_Speech_Actors_01-24/Actor_21/03-01-06-01-02-01-21.wav,3,1,6,1,2,1,21,fearful
Audio_Speech_Actors_01-24/Actor_21/03-01-06-02-01-01-21.wav,3,1,6,2,1,1,21,fearful
Audio_Speech_Actors_01-24/Actor_21/03-01-05-02-01-02-21.wav,3,1,5,2,1,2,21,angry
Audio_Speech_Actors_01-24/Actor_21/03-01-07-01-01-02-21.wav,3,1,7,1,1,2,21,disgust
Audio_Speech_Actors_01-24/Actor_21/03-01-04-01-01-01-21.wav,3,1,4,1,1,1,21,sad
Audio_Speech_Actors_01-24/Actor_21/03-01-04-02-02-01-21.wav,3,1,4,2,2,1,21,sad
Audio_Speech_Actors_01-24/Actor_21/03-01-07-02-02-02-21.wav,3,1,7,2,2,2,21,disgust
Audio_Speech_Actors_01-24/Actor_21/03-01-01-01-01-01-21.wav,3,1,1,1,1,1,21,neutral
Audio_Speech_Actors_01-24/Actor_21/03-01-02-01-01-02-21.wav,3,1,2,1,1,2,21,calm
Audio_Speech_Actors_01-24/Actor_21/03-01-02-02-02-02-21.wav,3,1,2,2,2,2,21,calm
Audio_Speech_Actors_01-24/Actor_21/03-01-03-01-02-01-21.wav,3,1,3,1,2,1,21,happy
Audio_Speech_Actors_01-24/Actor_21/03-01-03-02-01-01-21.wav,3,1,3,2,1,1,21,happy
Audio_Speech_Actors_01-24/Actor_21/03-01-08-01-02-02-21.wav,3,1,8,1,2,2,21,surprised
Audio_Speech_Actors_01-24/Actor_21/03-01-08-02-01-02-21.wav,3,1,8,2,1,2,21,surprised
Audio_Speech_Actors_01-24/Actor_21/03-01-04-02-01-01-21.wav,3,1,4,2,1,1,21,sad
Audio_Speech_Actors_01-24/Actor_21/03-01-07-02-01-02-21.wav,3,1,7,2,1,2,21,disgust
Audio_Speech_Actors_01-24/Actor_21/03-01-07-01-02-02-21.wav,3,1,7,1,2,2,21,disgust
Audio_Speech_Actors_01-24/Actor_21/03-01-04-01-02-01-21.wav,3,1,4,1,2,1,21,sad
Audio_Speech_Actors_01-24/Actor_21/03-01-06-02-02-01-21.wav,3,1,6,2,2,1,21,fearful
Audio_Speech_Actors_01-24/Actor_21/03-01-05-02-02-02-21.wav,3,1,5,2,2,2,21,angry
Audio_Speech_Actors_01-24/Actor_21/03-01-05-01-01-02-21.wav,3,1,5,1,1,2,21,angry
Audio_Speech_Actors_01-24/Actor_21/03-01-06-01-01-01-21.wav,3,1,6,1,1,1,21,fearful
Audio_Speech_Actors_01-24/Actor_21/03-01-08-01-01-01-21.wav,3,1,8,1,1,1,21,surprised
Audio_Speech_Actors_01-24/Actor_21/03-01-08-02-02-01-21.wav,3,1,8,2,2,1,21,surprised
Audio_Speech_Actors_01-24/Actor_21/03-01-07-02-02-01-21.wav,3,1,7,2,2,1,21,disgust
Audio_Speech_Actors_01-24/Actor_21/03-01-04-02-02-02-21.wav,3,1,4,2,2,2,21,sad
Audio_Speech_Actors_01-24/Actor_21/03-01-04-01-01-02-21.wav,3,1,4,1,1,2,21,sad
Audio_Speech_Actors_01-24/Actor_21/03-01-07-01-01-01-21.wav,3,1,7,1,1,1,21,disgust
Audio_Speech_Actors_01-24/Actor_21/03-01-05-02-01-01-21.wav,3,1,5,2,1,1,21,angry
Audio_Speech_Actors_01-24/Actor_21/03-01-06-02-01-02-21.wav,3,1,6,2,1,2,21,fearful
Audio_Speech_Actors_01-24/Actor_21/03-01-06-01-02-02-21.wav,3,1,6,1,2,2,21,fearful
Audio_Speech_Actors_01-24/Actor_21/03-01-05-01-02-01-21.wav,3,1,5,1,2,1,21,angry
Audio_Speech_Actors_01-24/Actor_21/03-01-02-01-02-01-21.wav,3,1,2,1,2,1,21,calm
Audio_Speech_Actors_01-24/Actor_21/03-01-01-01-02-02-21.wav,3,1,1,1,2,2,21,neutral
Audio_Speech_Actors_01-24/Actor_21/03-01-02-02-01-01-21.wav,3,1,2,2,1,1,21,calm
Audio_Speech_Actors_01-24/Actor_21/03-01-03-01-01-02-21.wav,3,1,3,1,1,2,21,happy
Audio_Speech_Actors_01-24/Actor_21/03-01-03-02-02-02-21.wav,3,1,3,2,2,2,21,happy
Audio_Speech_Actors_01-24/Actor_19/03-01-01-01-01-02-19.wav,3,1,1,1,1,2,19,neutral
Audio_Speech_Actors_01-24/Actor_19/03-01-02-01-01-01-19.wav,3,1,2,1,1,1,19,calm
Audio_Speech_Actors_01-24/Actor_19/03-01-02-02-02-01-19.wav,3,1,2,2,2,1,19,calm
Audio_Speech_Actors_01-24/Actor_19/03-01-03-01-02-02-19.wav,3,1,3,1,2,2,19,happy
Audio_Speech_Actors_01-24/Actor_19/03-01-03-02-01-02-19.wav,3,1,3,2,1,2,19,happy
Audio_Speech_Actors_01-24/Actor_19/03-01-04-02-01-02-19.wav,3,1,4,2,1,2,19,sad
Audio_Speech_Actors_01-24/Actor_19/03-01-07-02-01-01-19.wav,3,1,7,2,1,1,19,disgust
Audio_Speech_Actors_01-24/Actor_19/03-01-07-01-02-01-19.wav,3,1,7,1,2,1,19,disgust
Audio_Speech_Actors_01-24/Actor_19/03-01-04-01-02-02-19.wav,3,1,4,1,2,2,19,sad
Audio_Speech_Actors_01-24/Actor_19/03-01-06-02-02-02-19.wav,3,1,6,2,2,2,19,fearful
Audio_Speech_Actors_01-24/Actor_19/03-01-05-02-02-01-19.wav,3,1,5,2,2,1,19,angry
Audio_Speech_Actors_01-24/Actor_19/03-01-05-01-01-01-19.wav,3,1,5,1,1,1,19,angry
Audio_Speech_Actors_01-24/Actor_19/03-01-06-01-01-02-19.wav,3,1,6,1,1,2,19,fearful
Audio_Speech_Actors_01-24/Actor_19/03-01-08-01-02-01-19.wav,3,1,8,1,2,1,19,surprised
Audio_Speech_Actors_01-24/Actor_19/03-01-08-02-01-01-19.wav,3,1,8,2,1,1,19,surprised
Audio_Speech_Actors_01-24/Actor_19/03-01-07-02-02-02-19.wav,3,1,7,2,2,2,19,disgust
Audio_Speech_Actors_01-24/Actor_19/03-01-04-02-02-01-19.wav,3,1,4,2,2,1,19,sad
Audio_Speech_Actors_01-24/Actor_19/03-01-04-01-01-01-19.wav,3,1,4,1,1,1,19,sad
Audio_Speech_Actors_01-24/Actor_19/03-01-07-01-01-02-19.wav,3,1,7,1,1,2,19,disgust
Audio_Speech_Actors_01-24/Actor_19/03-01-05-02-01-02-19.wav,3,1,5,2,1,2,19,angry
Audio_Speech_Actors_01-24/Actor_19/03-01-06-02-01-01-19.wav,3,1,6,2,1,1,19,fearful
Audio_Speech_Actors_01-24/Actor_19/03-01-06-01-02-01-19.wav,3,1,6,1,2,1,19,fearful
Audio_Speech_Actors_01-24/Actor_19/03-01-05-01-02-02-19.wav,3,1,5,1,2,2,19,angry
Audio_Speech_Actors_01-24/Actor_19/03-01-08-01-01-02-19.wav,3,1,8,1,1,2,19,surprised
Audio_Speech_Actors_01-24/Actor_19/03-01-08-02-02-02-19.wav,3,1,8,2,2,2,19,surprised
Audio_Speech_Actors_01-24/Actor_19/03-01-02-01-02-02-19.wav,3,1,2,1,2,2,19,calm
Audio_Speech_Actors_01-24/Actor_19/03-01-01-01-02-01-19.wav,3,1,1,1,2,1,19,neutral
Audio_Speech_Actors_01-24/Actor_19/03-01-02-02-01-02-19.wav,3,1,2,2,1,2,19,calm
Audio_Speech_Actors_01-24/Actor_19/03-01-03-01-01-01-19.wav,3,1,3,1,1,1,19,happy
Audio_Speech_Actors_01-24/Actor_19/03-01-03-02-02-01-19.wav,3,1,3,2,2,1,19,happy
Audio_Speech_Actors_01-24/Actor_19/03-01-06-01-01-01-19.wav,3,1,6,1,1,1,19,fearful
Audio_Speech_Actors_01-24/Actor_19/03-01-05-01-01-02-19.wav,3,1,5,1,1,2,19,angry
Audio_Speech_Actors_01-24/Actor_19/03-01-05-02-02-02-19.wav,3,1,5,2,2,2,19,angry
Audio_Speech_Actors_01-24/Actor_19/03-01-06-02-02-01-19.wav,3,1,6,2,2,1,19,fearful
Audio_Speech_Actors_01-24/Actor_19/03-01-04-01-02-01-19.wav,3,1,4,1,2,1,19,sad
Audio_Speech_Actors_01-24/Actor_19/03-01-07-01-02-02-19.wav,3,1,7,1,2,2,19,disgust
Audio_Speech_Actors_01-24/Actor_19/03-01-07-02-01-02-19.wav,3,1,7,2,1,2,19,disgust
Audio_Speech_Actors_01-24/Actor_19/03-01-04-02-01-01-19.wav,3,1,4,2,1,1,19,sad
Audio_Speech_Actors_01-24/Actor_19/03-01-08-02-01-02-19.wav,3,1,8,2,1,2,19,surprised
Audio_Speech_Actors_01-24/Actor_19/03-01-08-01-02-02-19.wav,3,1,8,1,2,2,19,surprised
Audio_Speech_Actors_01-24/Actor_19/03-01-03-02-01-01-19.wav,3,1,3,2,1,1,19,happy
Audio_Speech_Actors_01-24/Actor_19/03-01-03-01-02-01-19.wav,3,1,3,1,2,1,19,happy
Audio_Speech_Actors_01-24/Actor_19/03-01-02-02-02-02-19.wav,3,1,2,2,2,2,19,calm
Audio_Speech_Actors_01-24/Actor_19/03-01-02-01-01-02-19.wav,3,1,2,1,1,2,19,calm
Audio_Speech_Actors_01-24/Actor_19/03-01-01-01-01-01-19.wav,3,1,1,1,1,1,19,neutral
Audio_Speech_Actors_01-24/Actor_19/03-01-03-02-02-02-19.wav,3,1,3,2,2,2,19,happy
Audio_Speech_Actors_01-24/Actor_19/03-01-03-01-01-02-19.wav,3,1,3,1,1,2,19,happy
Audio_Speech_Actors_01-24/Actor_19/03-01-02-02-01-01-19.wav,3,1,2,2,1,1,19,calm
Audio_Speech_Actors_01-24/Actor_19/03-01-01-01-02-02-19.wav,3,1,1,1,2,2,19,neutral
Audio_Speech_Actors_01-24/Actor_19/03-01-02-01-02-01-19.wav,3,1,2,1,2,1,19,calm
Audio_Speech_Actors_01-24/Actor_19/03-01-05-01-02-01-19.wav,3,1,5,1,2,1,19,angry
Audio_Speech_Actors_01-24/Actor_19/03-01-06-01-02-02-19.wav,3,1,6,1,2,2,19,fearful
Audio_Speech_Actors_01-24/Actor_19/03-01-06-02-01-02-19.wav,3,1,6,2,1,2,19,fearful
Audio_Speech_Actors_01-24/Actor_19/03-01-05-02-01-01-19.wav,3,1,5,2,1,1,19,angry
Audio_Speech_Actors_01-24/Actor_19/03-01-07-01-01-01-19.wav,3,1,7,1,1,1,19,disgust
Audio_Speech_Actors_01-24/Actor_19/03-01-04-01-01-02-19.wav,3,1,4,1,1,2,19,sad
Audio_Speech_Actors_01-24/Actor_19/03-01-04-02-02-02-19.wav,3,1,4,2,2,2,19,sad
Audio_Speech_Actors_01-24/Actor_19/03-01-07-02-02-01-19.wav,3,1,7,2,2,1,19,disgust
Audio_Speech_Actors_01-24/Actor_19/03-01-08-02-02-01-19.wav,3,1,8,2,2,1,19,surprised
Audio_Speech_Actors_01-24/Actor_19/03-01-08-01-01-01-19.wav,3,1,8,1,1,1,19,surprised
Audio_Speech_Actors_01-24/Actor_10/03-01-03-02-02-02-10.wav,3,1,3,2,2,2,10,happy
Audio_Speech_Actors_01-24/Actor_10/03-01-03-01-01-02-10.wav,3,1,3,1,1,2,10,happy
Audio_Speech_Actors_01-24/Actor_10/03-01-02-02-01-01-10.wav,3,1,2,2,1,1,10,calm
Audio_Speech_Actors_01-24/Actor_10/03-01-02-01-02-01-10.wav,3,1,2,1,2,1,10,calm
Audio_Speech_Actors_01-24/Actor_10/03-01-01-01-02-02-10.wav,3,1,1,1,2,2,10,neutral
Audio_Speech_Actors_01-24/Actor_10/03-01-06-01-02-02-10.wav,3,1,6,1,2,2,10,fearful
Audio_Speech_Actors_01-24/Actor_10/03-01-05-01-02-01-10.wav,3,1,5,1,2,1,10,angry
Audio_Speech_Actors_01-24/Actor_10/03-01-05-02-01-01-10.wav,3,1,5,2,1,1,10,angry
Audio_Speech_Actors_01-24/Actor_10/03-01-06-02-01-02-10.wav,3,1,6,2,1,2,10,fearful
Audio_Speech_Actors_01-24/Actor_10/03-01-04-01-01-02-10.wav,3,1,4,1,1,2,10,sad
Audio_Speech_Actors_01-24/Actor_10/03-01-07-01-01-01-10.wav,3,1,7,1,1,1,10,disgust
Audio_Speech_Actors_01-24/Actor_10/03-01-07-02-02-01-10.wav,3,1,7,2,2,1,10,disgust
Audio_Speech_Actors_01-24/Actor_10/03-01-04-02-02-02-10.wav,3,1,4,2,2,2,10,sad
Audio_Speech_Actors_01-24/Actor_10/03-01-08-02-02-01-10.wav,3,1,8,2,2,1,10,surprised
Audio_Speech_Actors_01-24/Actor_10/03-01-08-01-01-01-10.wav,3,1,8,1,1,1,10,surprised
Audio_Speech_Actors_01-24/Actor_10/03-01-05-01-01-02-10.wav,3,1,5,1,1,2,10,angry
Audio_Speech_Actors_01-24/Actor_10/03-01-06-01-01-01-10.wav,3,1,6,1,1,1,10,fearful
Audio_Speech_Actors_01-24/Actor_10/03-01-06-02-02-01-10.wav,3,1,6,2,2,1,10,fearful
Audio_Speech_Actors_01-24/Actor_10/03-01-05-02-02-02-10.wav,3,1,5,2,2,2,10,angry
Audio_Speech_Actors_01-24/Actor_10/03-01-07-01-02-02-10.wav,3,1,7,1,2,2,10,disgust
Audio_Speech_Actors_01-24/Actor_10/03-01-04-01-02-01-10.wav,3,1,4,1,2,1,10,sad
Audio_Speech_Actors_01-24/Actor_10/03-01-04-02-01-01-10.wav,3,1,4,2,1,1,10,sad
Audio_Speech_Actors_01-24/Actor_10/03-01-07-02-01-02-10.wav,3,1,7,2,1,2,10,disgust
Audio_Speech_Actors_01-24/Actor_10/03-01-08-02-01-02-10.wav,3,1,8,2,1,2,10,surprised
Audio_Speech_Actors_01-24/Actor_10/03-01-08-01-02-02-10.wav,3,1,8,1,2,2,10,surprised
Audio_Speech_Actors_01-24/Actor_10/03-01-03-02-01-01-10.wav,3,1,3,2,1,1,10,happy
Audio_Speech_Actors_01-24/Actor_10/03-01-03-01-02-01-10.wav,3,1,3,1,2,1,10,happy
Audio_Speech_Actors_01-24/Actor_10/03-01-02-02-02-02-10.wav,3,1,2,2,2,2,10,calm
Audio_Speech_Actors_01-24/Actor_10/03-01-01-01-01-01-10.wav,3,1,1,1,1,1,10,neutral
Audio_Speech_Actors_01-24/Actor_10/03-01-02-01-01-02-10.wav,3,1,2,1,1,2,10,calm
Audio_Speech_Actors_01-24/Actor_10/03-01-04-02-02-01-10.wav,3,1,4,2,2,1,10,sad
Audio_Speech_Actors_01-24/Actor_10/03-01-07-02-02-02-10.wav,3,1,7,2,2,2,10,disgust
Audio_Speech_Actors_01-24/Actor_10/03-01-07-01-01-02-10.wav,3,1,7,1,1,2,10,disgust
Audio_Speech_Actors_01-24/Actor_10/03-01-04-01-01-01-10.wav,3,1,4,1,1,1,10,sad
Audio_Speech_Actors_01-24/Actor_10/03-01-06-02-01-01-10.wav,3,1,6,2,1,1,10,fearful
Audio_Speech_Actors_01-24/Actor_10/03-01-05-02-01-02-10.wav,3,1,5,2,1,2,10,angry
Audio_Speech_Actors_01-24/Actor_10/03-01-05-01-02-02-10.wav,3,1,5,1,2,2,10,angry
Audio_Speech_Actors_01-24/Actor_10/03-01-06-01-02-01-10.wav,3,1,6,1,2,1,10,fearful
Audio_Speech_Actors_01-24/Actor_10/03-01-08-01-01-02-10.wav,3,1,8,1,1,2,10,surprised
Audio_Speech_Actors_01-24/Actor_10/03-01-08-02-02-02-10.wav,3,1,8,2,2,2,10,surprised
Audio_Speech_Actors_01-24/Actor_10/03-01-01-01-02-01-10.wav,3,1,1,1,2,1,10,neutral
Audio_Speech_Actors_01-24/Actor_10/03-01-02-01-02-02-10.wav,3,1,2,1,2,2,10,calm
Audio_Speech_Actors_01-24/Actor_10/03-01-02-02-01-02-10.wav,3,1,2,2,1,2,10,calm
Audio_Speech_Actors_01-24/Actor_10/03-01-03-01-01-01-10.wav,3,1,3,1,1,1,10,happy
Audio_Speech_Actors_01-24/Actor_10/03-01-03-02-02-01-10.wav,3,1,3,2,2,1,10,happy
Audio_Speech_Actors_01-24/Actor_10/03-01-02-01-01-01-10.wav,3,1,2,1,1,1,10,calm
Audio_Speech_Actors_01-24/Actor_10/03-01-01-01-01-02-10.wav,3,1,1,1,1,2,10,neutral
Audio_Speech_Actors_01-24/Actor_10/03-01-02-02-02-01-10.wav,3,1,2,2,2,1,10,calm
Audio_Speech_Actors_01-24/Actor_10/03-01-03-01-02-02-10.wav,3,1,3,1,2,2,10,happy
Audio_Speech_Actors_01-24/Actor_10/03-01-03-02-01-02-10.wav,3,1,3,2,1,2,10,happy
Audio_Speech_Actors_01-24/Actor_10/03-01-07-02-01-01-10.wav,3,1,7,2,1,1,10,disgust
Audio_Speech_Actors_01-24/Actor_10/03-01-04-02-01-02-10.wav,3,1,4,2,1,2,10,sad
Audio_Speech_Actors_01-24/Actor_10/03-01-04-01-02-02-10.wav,3,1,4,1,2,2,10,sad
Audio_Speech_Actors_01-24/Actor_10/03-01-07-01-02-01-10.wav,3,1,7,1,2,1,10,disgust
Audio_Speech_Actors_01-24/Actor_10/03-01-05-02-02-01-10.wav,3,1,5,2,2,1,10,angry
Audio_Speech_Actors_01-24/Actor_10/03-01-06-02-02-02-10.wav,3,1,6,2,2,2,10,fearful
Audio_Speech_Actors_01-24/Actor_10/03-01-06-01-01-02-10.wav,3,1,6,1,1,2,10,fearful
Audio_Speech_Actors_01-24/Actor_10/03-01-05-01-01-01-10.wav,3,1,5,1,1,1,10,angry
Audio_Speech_Actors_01-24/Actor_10/03-01-08-01-02-01-10.wav,3,1,8,1,2,1,10,surprised
Audio_Speech_Actors_01-24/Actor_10/03-01-08-02-01-01-10.wav,3,1,8,2,1,1,10,surprised
Audio_Speech_Actors_01-24/Actor_17/03-01-07-02-02-01-17.wav,3,1,7,2,2,1,17,disgust
Audio_Speech_Actors_01-24/Actor_17/03-01-04-02-02-02-17.wav,3,1,4,2,2,2,17,sad
Audio_Speech_Actors_01-24/Actor_17/03-01-04-01-01-02-17.wav,3,1,4,1,1,2,17,sad
Audio_Speech_Actors_01-24/Actor_17/03-01-07-01-01-01-17.wav,3,1,7,1,1,1,17,disgust
Audio_Speech_Actors_01-24/Actor_17/03-01-05-02-01-01-17.wav,3,1,5,2,1,1,17,angry
Audio_Speech_Actors_01-24/Actor_17/03-01-06-02-01-02-17.wav,3,1,6,2,1,2,17,fearful
Audio_Speech_Actors_01-24/Actor_17/03-01-06-01-02-02-17.wav,3,1,6,1,2,2,17,fearful
Audio_Speech_Actors_01-24/Actor_17/03-01-05-01-02-01-17.wav,3,1,5,1,2,1,17,angry
Audio_Speech_Actors_01-24/Actor_17/03-01-08-01-01-01-17.wav,3,1,8,1,1,1,17,surprised
Audio_Speech_Actors_01-24/Actor_17/03-01-08-02-02-01-17.wav,3,1,8,2,2,1,17,surprised
Audio_Speech_Actors_01-24/Actor_17/03-01-02-01-02-01-17.wav,3,1,2,1,2,1,17,calm
Audio_Speech_Actors_01-24/Actor_17/03-01-01-01-02-02-17.wav,3,1,1,1,2,2,17,neutral
Audio_Speech_Actors_01-24/Actor_17/03-01-02-02-01-01-17.wav,3,1,2,2,1,1,17,calm
Audio_Speech_Actors_01-24/Actor_17/03-01-03-01-01-02-17.wav,3,1,3,1,1,2,17,happy
Audio_Speech_Actors_01-24/Actor_17/03-01-03-02-02-02-17.wav,3,1,3,2,2,2,17,happy
Audio_Speech_Actors_01-24/Actor_17/03-01-01-01-01-01-17.wav,3,1,1,1,1,1,17,neutral
Audio_Speech_Actors_01-24/Actor_17/03-01-02-01-01-02-17.wav,3,1,2,1,1,2,17,calm
Audio_Speech_Actors_01-24/Actor_17/03-01-02-02-02-02-17.wav,3,1,2,2,2,2,17,calm
Audio_Speech_Actors_01-24/Actor_17/03-01-03-01-02-01-17.wav,3,1,3,1,2,1,17,happy
Audio_Speech_Actors_01-24/Actor_17/03-01-03-02-01-01-17.wav,3,1,3,2,1,1,17,happy
Audio_Speech_Actors_01-24/Actor_17/03-01-04-02-01-01-17.wav,3,1,4,2,1,1,17,sad
Audio_Speech_Actors_01-24/Actor_17/03-01-07-02-01-02-17.wav,3,1,7,2,1,2,17,disgust
Audio_Speech_Actors_01-24/Actor_17/03-01-07-01-02-02-17.wav,3,1,7,1,2,2,17,disgust
Audio_Speech_Actors_01-24/Actor_17/03-01-04-01-02-01-17.wav,3,1,4,1,2,1,17,sad
Audio_Speech_Actors_01-24/Actor_17/03-01-06-02-02-01-17.wav,3,1,6,2,2,1,17,fearful
Audio_Speech_Actors_01-24/Actor_17/03-01-05-02-02-02-17.wav,3,1,5,2,2,2,17,angry
Audio_Speech_Actors_01-24/Actor_17/03-01-05-01-01-02-17.wav,3,1,5,1,1,2,17,angry
Audio_Speech_Actors_01-24/Actor_17/03-01-06-01-01-01-17.wav,3,1,6,1,1,1,17,fearful
Audio_Speech_Actors_01-24/Actor_17/03-01-08-01-02-02-17.wav,3,1,8,1,2,2,17,surprised
Audio_Speech_Actors_01-24/Actor_17/03-01-08-02-01-02-17.wav,3,1,8,2,1,2,17,surprised
Audio_Speech_Actors_01-24/Actor_17/03-01-03-02-02-01-17.wav,3,1,3,2,2,1,17,happy
Audio_Speech_Actors_01-24/Actor_17/03-01-03-01-01-01-17.wav,3,1,3,1,1,1,17,happy
Audio_Speech_Actors_01-24/Actor_17/03-01-02-02-01-02-17.wav,3,1,2,2,1,2,17,calm
Audio_Speech_Actors_01-24/Actor_17/03-01-01-01-02-01-17.wav,3,1,1,1,2,1,17,neutral
Audio_Speech_Actors_01-24/Actor_17/03-01-02-01-02-02-17.wav,3,1,2,1,2,2,17,calm
Audio_Speech_Actors_01-24/Actor_17/03-01-05-01-02-02-17.wav,3,1,5,1,2,2,17,angry
Audio_Speech_Actors_01-24/Actor_17/03-01-06-01-02-01-17.wav,3,1,6,1,2,1,17,fearful
Audio_Speech_Actors_01-24/Actor_17/03-01-06-02-01-01-17.wav,3,1,6,2,1,1,17,fearful
Audio_Speech_Actors_01-24/Actor_17/03-01-05-02-01-02-17.wav,3,1,5,2,1,2,17,angry
Audio_Speech_Actors_01-24/Actor_17/03-01-07-01-01-02-17.wav,3,1,7,1,1,2,17,disgust
Audio_Speech_Actors_01-24/Actor_17/03-01-04-01-01-01-17.wav,3,1,4,1,1,1,17,sad
Audio_Speech_Actors_01-24/Actor_17/03-01-04-02-02-01-17.wav,3,1,4,2,2,1,17,sad
Audio_Speech_Actors_01-24/Actor_17/03-01-07-02-02-02-17.wav,3,1,7,2,2,2,17,disgust
Audio_Speech_Actors_01-24/Actor_17/03-01-08-02-02-02-17.wav,3,1,8,2,2,2,17,surprised
Audio_Speech_Actors_01-24/Actor_17/03-01-08-01-01-02-17.wav,3,1,8,1,1,2,17,surprised
Audio_Speech_Actors_01-24/Actor_17/03-01-06-01-01-02-17.wav,3,1,6,1,1,2,17,fearful
Audio_Speech_Actors_01-24/Actor_17/03-01-05-01-01-01-17.wav,3,1,5,1,1,1,17,angry
Audio_Speech_Actors_01-24/Actor_17/03-01-05-02-02-01-17.wav,3,1,5,2,2,1,17,angry
Audio_Speech_Actors_01-24/Actor_17/03-01-06-02-02-02-17.wav,3,1,6,2,2,2,17,fearful
Audio_Speech_Actors_01-24/Actor_17/03-01-04-01-02-02-17.wav,3,1,4,1,2,2,17,sad
Audio_Speech_Actors_01-24/Actor_17/03-01-07-01-02-01-17.wav,3,1,7,1,2,1,17,disgust
Audio_Speech_Actors_01-24/Actor_17/03-01-07-02-01-01-17.wav,3,1,7,2,1,1,17,disgust
Audio_Speech_Actors_01-24/Actor_17/03-01-04-02-01-02-17.wav,3,1,4,2,1,2,17,sad
Audio_Speech_Actors_01-24/Actor_17/03-01-08-02-01-01-17.wav,3,1,8,2,1,1,17,surprised
Audio_Speech_Actors_01-24/Actor_17/03-01-08-01-02-01-17.wav,3,1,8,1,2,1,17,surprised
Audio_Speech_Actors_01-24/Actor_17/03-01-03-02-01-02-17.wav,3,1,3,2,1,2,17,happy
Audio_Speech_Actors_01-24/Actor_17/03-01-03-01-02-02-17.wav,3,1,3,1,2,2,17,happy
Audio_Speech_Actors_01-24/Actor_17/03-01-02-02-02-01-17.wav,3,1,2,2,2,1,17,calm
Audio_Speech_Actors_01-24/Actor_17/03-01-02-01-01-01-17.wav,3,1,2,1,1,1,17,calm
Audio_Speech_Actors_01-24/Actor_17/03-01-01-01-01-02-17.wav,3,1,1,1,1,2,17,neutral
Audio_Speech_Actors_01-24/Actor_04/03-01-03-02-02-02-04.wav,3,1,3,2,2,2,4,happy
Audio_Speech_Actors_01-24/Actor_04/03-01-03-01-01-02-04.wav,3,1,3,1,1,2,4,happy
Audio_Speech_Actors_01-24/Actor_04/03-01-02-02-01-01-04.wav,3,1,2,2,1,1,4,calm
Audio_Speech_Actors_01-24/Actor_04/03-01-01-01-02-02-04.wav,3,1,1,1,2,2,4,neutral
Audio_Speech_Actors_01-24/Actor_04/03-01-02-01-02-01-04.wav,3,1,2,1,2,1,4,calm
Audio_Speech_Actors_01-24/Actor_04/03-01-05-01-02-01-04.wav,3,1,5,1,2,1,4,angry
Audio_Speech_Actors_01-24/Actor_04/03-01-06-01-02-02-04.wav,3,1,6,1,2,2,4,fearful
Audio_Speech_Actors_01-24/Actor_04/03-01-06-02-01-02-04.wav,3,1,6,2,1,2,4,fearful
Audio_Speech_Actors_01-24/Actor_04/03-01-05-02-01-01-04.wav,3,1,5,2,1,1,4,angry
Audio_Speech_Actors_01-24/Actor_04/03-01-07-01-01-01-04.wav,3,1,7,1,1,1,4,disgust
Audio_Speech_Actors_01-24/Actor_04/03-01-04-01-01-02-04.wav,3,1,4,1,1,2,4,sad
Audio_Speech_Actors_01-24/Actor_04/03-01-04-02-02-02-04.wav,3,1,4,2,2,2,4,sad
Audio_Speech_Actors_01-24/Actor_04/03-01-07-02-02-01-04.wav,3,1,7,2,2,1,4,disgust
